"StartDate","EndDate","Status","Progress","Duration__in_seconds_","Finished","RecordedDate","DistributionChannel","UserLanguage","Q5","Q7","Q8","Q12","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q13_7","Q13_8","Q13_9","Q13_10","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q11_1","Q11_2","Q11_3","Q11_4","Q11_5","Q11_6","Q17_1","Q17_2","Q17_3","Q17_4","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q20_1","Q20_2","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q26_1","Q26_2","Q27_1","Q27_2","SC0","SC1","SC2","SC3","SC4","SC5","id","Attention"
2020-04-27 22:23:52,2020-04-27 22:25:43,0,100,111,1,2020-04-27 22:25:43,"anonymous","EN",22,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,31,9,30,31,157,2,"19978","2"
2020-04-25 00:23:56,2020-04-25 00:24:11,0,4,14,0,2020-05-02 00:24:12,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"20039",""
2020-04-27 12:00:10,2020-04-27 12:00:15,0,4,4,0,2020-05-04 12:00:17,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"16113",""
2020-06-10 19:33:07,2020-06-10 19:47:27,0,100,860,1,2020-06-10 19:47:28,"anonymous","EN",20,1,1,1,3,2,1,5,2,1,1,1,1,2,1,4,2,1,1,1,1,5,2,3,3,2,5,2,3,3,1,2,3,1,2,1,2,1,3,1,1,3,4,1,1,3,2,2,6,2,1,4,3,3,4,1,2,1,1,3,2,1,1,4,5,2,1,2,4,1,5,5,17,9,17,15,63,0,"19275","0"
2020-06-12 08:44:03,2020-06-12 08:49:26,0,100,322,1,2020-06-12 08:49:26,"anonymous","EN",18,1,2,1,1,1,1,5,4,4,2,1,5,1,5,5,5,5,3,1,1,5,5,4,5,4,4,3,1,2,2,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,1,3,6,1,6,1,1,1,1,1,3,1,1,1,1,5,6,1,1,4,2,6,1,25,4,25,29,60,0,"20384","0"
2020-06-12 12:07:06,2020-06-12 12:13:53,0,100,406,1,2020-06-12 12:13:53,"anonymous","EN",20,2,2,1,1,1,2,5,4,4,1,2,2,3,5,5,3,2,2,1,1,5,5,3,2,4,5,3,2,2,2,4,3,1,2,1,3,1,4,1,1,2,4,1,1,5,2,1,2,1,2,4,3,3,4,1,2,4,1,2,1,1,2,2,5,2,1,1,5,2,5,5,22,11,22,23,60,0,"20388","0"
2020-06-13 16:31:15,2020-06-13 16:39:04,0,100,469,1,2020-06-13 16:39:05,"anonymous","EN",19,3,2,1,1,1,1,3,4,5,4,1,5,5,5,1,5,5,5,1,3,5,4,3,2,4,3,2,3,1,2,4,1,1,1,2,4,4,5,3,2,5,4,3,1,2,4,3,4,2,5,3,2,3,3,1,2,5,1,2,1,3,4,3,4,5,1,1,5,3,5,4,18,10,18,29,83,0,"20400","0"
2020-06-13 20:22:00,2020-06-13 20:42:21,0,100,1221,1,2020-06-13 20:42:22,"anonymous","EN",21,2,2,1,2,1,1,5,4,2,2,1,1,3,5,3,2,5,1,1,2,5,2,2,4,2,2,2,4,2,2,3,4,1,2,1,3,3,2,1,2,3,4,1,1,2,3,1,2,2,5,5,4,3,3,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,5,5,14,13,14,23,65,0,"20401","0"
2020-06-15 12:22:56,2020-06-15 12:35:27,0,100,750,1,2020-06-15 12:35:27,"anonymous","EN",23,1,1,1,1,1,2,5,4,4,2,2,1,1,5,5,5,5,2,1,1,2,4,3,3,4,4,4,1,2,1,1,1,1,1,1,2,1,2,1,1,2,4,1,3,2,3,2,4,3,5,6,2,3,4,1,2,1,1,4,2,1,1,2,5,2,1,1,4,2,5,5,22,2,22,25,70,0,"20403","0"
2020-06-15 13:42:18,2020-06-15 13:56:39,0,100,861,1,2020-06-15 13:56:40,"anonymous","EN",19,2,2,2,3,2,2,2,3,4,1,1,3,2,5,5,5,4,3,1,5,5,2,2,2,2,2,2,2,3,1,4,3,1,3,2,2,2,2,3,2,2,4,1,1,3,3,2,4,3,4,3,3,4,4,1,1,3,1,3,1,3,4,3,2,3,1,2,3,3,3,3,12,12,12,32,74,0,"20402","0"
2020-06-16 00:41:10,2020-06-16 00:52:11,0,100,660,1,2020-06-16 00:52:11,"anonymous","EN",19,1,2,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,5,2,5,4,1,1,1,2,1,1,1,1,1,1,3,1,1,3,4,1,1,5,2,1,3,3,1,4,3,3,3,1,1,3,1,1,1,1,2,2,5,1,1,1,2,2,4,3,26,1,26,15,51,0,"20406","0"
2020-06-18 07:59:46,2020-06-18 08:04:35,0,100,288,1,2020-06-18 08:04:35,"anonymous","EN",20,2,2,1,2,3,3,3,4,4,2,3,2,5,5,5,5,5,5,1,2,5,1,1,1,1,1,1,3,3,1,2,4,1,1,1,2,6,4,2,5,3,4,1,1,3,3,1,4,2,5,6,6,5,5,1,3,2,4,4,3,1,2,6,3,6,1,2,6,6,6,6,6,9,6,32,101,0,"18633","0"
2020-06-19 00:58:06,2020-06-19 01:06:02,0,100,476,1,2020-06-19 01:06:03,"anonymous","EN",19,2,1,2,2,2,2,3,3,2,2,2,2,1,5,5,5,5,1,1,2,5,2,2,1,2,2,2,2,4,1,4,4,2,1,3,4,4,2,1,4,1,4,1,2,2,2,1,6,2,2,5,2,2,5,1,2,3,1,2,1,3,1,5,5,2,1,2,6,2,6,6,11,16,11,28,76,0,"20408","0"
2020-06-19 12:53:21,2020-06-19 12:59:04,0,100,342,1,2020-06-19 12:59:04,"anonymous","EN",17,2,2,1,4,4,4,2,4,4,1,1,3,2,5,5,5,5,3,1,1,5,3,2,4,2,5,4,4,2,1,3,4,1,1,1,2,5,3,1,4,3,4,1,1,3,3,1,1,1,3,4,1,2,2,1,1,1,2,2,1,1,1,3,1,6,1,1,5,1,6,6,20,10,20,29,69,0,"20396","0"
2020-06-22 12:25:17,2020-06-22 12:32:43,0,100,446,1,2020-06-22 12:32:50,"anonymous","EN",21,2,2,2,5,5,5,5,5,5,5,5,5,5,3,2,2,5,2,1,3,4,4,2,1,4,3,2,4,3,3,4,4,2,4,2,4,5,3,1,3,2,4,1,2,4,5,2,3,2,4,5,4,6,4,1,2,5,2,4,2,1,3,4,1,6,1,2,3,2,5,5,16,21,16,21,93,0,"20394","0"
2020-06-22 15:59:47,2020-06-22 16:08:17,0,100,509,1,2020-06-22 16:08:17,"anonymous","EN",20,1,2,5,1,3,3,5,5,5,4,1,4,1,5,5,5,5,5,1,5,5,2,3,4,3,2,3,1,3,1,2,2,1,1,1,3,4,4,2,5,5,4,1,1,3,1,1,3,5,5,2,1,3,5,1,1,1,1,4,1,2,1,4,2,4,1,2,1,1,4,4,17,6,17,35,70,0,"20410","0"
2020-06-23 04:10:26,2020-06-23 04:26:00,0,100,934,1,2020-06-23 04:26:01,"anonymous","EN",19,1,2,1,2,1,2,5,4,4,1,1,2,3,5,2,4,5,2,1,1,5,4,5,3,5,5,5,1,1,1,4,2,1,1,1,1,1,2,1,1,1,4,1,2,6,1,1,6,1,6,3,1,6,1,1,1,1,1,3,1,6,3,2,3,4,1,1,1,2,5,2,27,4,27,24,65,0,"20393","0"
2020-06-24 13:58:14,2020-06-24 14:13:58,0,100,943,1,2020-06-24 14:13:58,"anonymous","EN",18,2,2,1,2,2,2,5,3,4,1,1,1,3,3,3,4,2,1,1,1,4,4,4,2,2,4,4,1,2,1,1,1,1,1,1,1,1,5,2,1,5,4,1,1,6,2,4,2,4,5,4,3,2,3,1,1,2,1,1,1,1,1,4,6,2,1,1,5,1,5,4,20,1,20,18,61,0,"20412","0"
2020-06-24 14:29:58,2020-06-24 14:41:05,0,100,667,1,2020-06-24 14:41:05,"anonymous","EN",19,2,2,2,2,2,2,5,2,2,2,2,1,2,2,2,3,3,3,1,2,2,4,4,3,3,3,3,1,1,1,2,2,1,1,1,1,2,2,3,3,3,4,1,1,2,2,3,3,2,3,3,2,2,3,1,1,6,2,2,2,2,3,4,3,3,1,2,2,2,2,2,20,2,20,17,66,0,"20416","0"
2020-06-24 16:21:31,2020-06-24 16:29:35,0,100,484,1,2020-06-24 16:29:36,"anonymous","EN",21,2,2,2,2,1,1,5,3,2,1,1,1,1,5,3,3,3,2,2,2,5,4,3,5,2,4,3,3,4,1,4,2,1,2,2,3,3,5,4,4,4,4,4,4,4,2,1,2,1,2,2,2,2,3,3,3,3,4,4,2,4,1,3,2,3,3,3,2,5,4,3,22,13,21,23,77,3,"20418","3"
2020-07-22 02:07:20,2020-07-22 02:25:11,0,100,1071,1,2020-07-22 02:25:11,"anonymous","EN",19,2,2,1,1,2,4,4,4,4,1,2,1,2,5,5,5,5,3,1,1,1,5,4,5,2,3,5,4,2,2,2,4,1,2,1,4,3,4,2,1,2,4,1,1,4,2,1,2,1,5,6,2,5,5,1,2,2,1,3,3,1,4,3,6,5,1,1,5,1,6,6,24,13,24,25,77,0,"20425","0"
2020-07-22 13:46:58,2020-07-22 13:53:32,0,100,394,1,2020-07-22 13:53:32,"anonymous","EN",16,1,2,1,1,1,1,5,4,4,3,1,1,1,5,5,5,2,2,1,1,5,4,5,4,5,5,4,3,2,1,3,1,1,1,1,2,1,6,2,1,5,4,1,1,2,1,1,5,2,4,2,2,2,2,1,1,1,1,2,1,1,1,2,4,2,1,1,2,1,5,6,27,6,27,25,54,0,"20420","0"
2020-07-23 16:17:13,2020-07-23 16:23:01,0,100,347,1,2020-07-23 16:23:01,"anonymous","EN",20,2,1,2,2,2,2,5,4,3,2,2,3,2,4,3,5,4,2,1,2,3,2,2,4,1,1,3,2,2,1,2,3,1,1,1,2,2,2,2,3,2,4,1,1,4,4,2,3,5,3,4,2,3,5,1,3,3,2,3,1,1,2,5,5,3,1,2,4,4,4,4,13,6,13,23,74,0,"19162","0"
2020-07-26 13:03:52,2020-07-26 13:11:03,0,100,431,1,2020-07-26 13:11:03,"anonymous","EN",17,1,2,1,2,2,5,5,4,3,2,1,1,1,4,2,5,5,1,1,1,5,4,4,5,2,4,3,1,1,2,3,4,1,2,1,2,2,4,1,1,2,4,1,1,3,2,1,4,2,5,6,2,3,5,1,1,2,1,1,1,1,2,3,4,6,1,3,3,1,5,6,22,8,22,23,71,0,"20413","0"
2020-07-30 19:09:22,2020-07-30 19:24:05,0,100,882,1,2020-07-30 19:24:05,"anonymous","EN",16,2,2,1,2,2,3,5,4,4,2,2,5,4,5,4,4,5,4,1,3,5,3,2,4,3,2,4,2,3,1,4,3,1,1,1,2,1,2,1,1,1,4,1,1,4,3,1,3,1,5,4,4,4,3,1,2,1,1,1,1,1,1,2,2,5,1,1,2,1,5,5,18,9,18,30,64,0,"20422","0"
2020-08-03 13:49:32,2020-08-03 13:53:08,0,100,216,1,2020-08-03 13:53:08,"anonymous","EN",17,2,2,2,2,1,1,2,3,1,1,1,1,3,3,3,3,1,1,1,2,3,1,1,5,1,1,2,2,3,1,4,4,1,2,1,2,1,5,1,1,3,4,1,1,5,1,2,1,1,3,4,3,5,4,1,3,3,1,1,3,1,2,4,5,4,1,4,5,1,6,3,11,11,11,16,67,0,"20421","0"
2020-08-04 13:18:57,2020-08-04 13:27:23,0,100,505,1,2020-08-04 13:27:23,"anonymous","EN",20,1,2,1,1,1,1,5,2,1,1,1,2,2,5,5,4,5,1,1,1,4,4,4,4,1,4,2,2,3,1,4,3,1,1,1,1,1,2,2,1,1,4,1,1,2,2,1,5,1,5,6,4,4,4,1,1,1,1,1,1,1,1,2,6,3,1,1,2,1,5,4,19,8,19,25,61,0,"20426","0"
2020-08-21 23:26:51,2020-08-21 23:36:47,0,100,595,1,2020-08-21 23:36:47,"anonymous","EN",17,2,1,1,3,4,4,4,4,5,3,2,2,1,5,5,5,5,5,1,2,5,5,5,4,5,5,4,3,2,1,3,3,1,2,1,1,2,5,1,1,3,4,1,1,3,1,1,6,2,6,6,3,3,3,1,1,2,1,1,1,1,3,1,6,6,1,1,2,3,4,5,28,8,28,32,66,0,"20530","0"
2020-09-28 19:18:28,2020-09-28 19:28:15,0,100,586,1,2020-09-28 19:28:15,"anonymous","EN",17,2,2,1,2,2,3,5,5,5,2,3,1,2,5,5,5,5,1,1,1,5,4,4,2,4,5,4,2,2,1,2,4,1,4,1,3,2,5,1,1,2,4,1,1,5,5,1,2,1,6,6,4,6,6,1,2,1,1,1,1,1,1,5,6,4,1,4,2,1,5,6,23,11,23,27,73,0,"20427","0"
2020-11-09 23:45:01,2020-11-09 23:57:20,0,100,738,1,2020-11-09 23:57:20,"anonymous","EN",18,1,1,1,1,1,1,5,2,2,1,1,1,1,5,5,5,5,2,1,1,5,3,2,4,2,4,2,3,2,1,2,3,1,1,1,2,2,2,2,3,2,4,1,1,6,1,1,6,1,6,4,2,3,4,1,1,1,1,6,1,1,2,4,6,2,1,1,2,2,6,6,17,7,17,28,68,0,"20519","0"
2021-02-23 15:43:19,2021-02-23 15:52:33,0,100,554,1,2021-02-23 15:52:34,"anonymous","EN",16,2,1,1,2,2,3,5,2,2,1,2,1,3,5,5,5,5,2,1,5,5,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,1,2,4,1,1,5,2,1,6,1,3,5,4,6,5,1,5,3,1,1,1,1,3,2,6,5,1,4,2,5,6,6,23,0,23,32,78,0,"21077","0"
2021-04-21 13:13:39,2021-04-21 13:20:35,0,100,415,1,2021-04-21 13:20:35,"anonymous","EN",21,2,2,2,2,2,3,5,4,4,2,2,2,1,2,2,4,5,2,1,2,3,4,2,2,3,3,2,3,2,1,3,4,2,2,1,2,2,2,1,2,2,4,1,2,2,1,1,3,1,5,4,2,3,3,1,2,2,1,2,1,1,2,2,2,5,1,2,4,3,4,4,16,11,16,20,66,0,"21264","0"
2021-04-21 14:01:58,2021-04-21 14:10:27,0,100,508,1,2021-04-21 14:10:28,"anonymous","EN",19,2,2,2,1,2,4,5,4,4,2,1,1,2,5,5,3,4,2,1,2,5,3,4,4,4,5,3,3,2,1,1,3,1,1,1,2,3,4,2,2,2,4,1,2,2,4,1,5,2,5,5,3,6,4,1,2,3,5,2,2,1,3,2,2,6,1,2,5,3,5,4,23,6,23,26,90,0,"21259","0"
2021-04-21 19:14:16,2021-04-21 19:19:35,0,100,318,1,2021-04-21 19:19:35,"anonymous","EN",18,2,1,2,1,1,2,5,4,4,2,2,1,1,5,5,4,5,5,1,2,5,4,4,4,3,4,3,3,2,2,3,4,1,2,1,3,2,2,1,2,5,4,1,4,2,2,4,2,2,4,4,3,3,3,1,1,3,2,2,1,1,2,3,3,4,1,2,4,3,6,6,22,12,22,31,75,0,"21107","0"
2021-04-21 19:20:20,2021-04-21 19:28:04,0,100,464,1,2021-04-21 19:28:05,"anonymous","EN",20,1,2,1,1,1,1,2,4,3,1,1,2,2,5,1,5,5,2,1,1,3,4,5,5,4,5,5,1,1,2,3,1,1,1,1,2,1,4,1,1,5,4,1,1,1,5,1,5,1,4,3,2,1,3,1,1,1,1,2,2,1,1,2,1,3,1,1,5,3,6,4,28,4,28,22,64,0,"21168","0"
2021-04-21 19:37:35,2021-04-21 20:28:31,0,100,3056,1,2021-04-21 20:28:31,"anonymous","EN",19,2,1,1,5,5,5,5,4,3,3,2,3,1,5,5,5,5,2,1,2,4,5,5,2,2,5,2,4,4,2,4,3,1,1,1,2,2,5,4,1,5,4,6,2,5,2,2,4,3,4,5,5,4,5,1,5,5,1,2,2,1,5,1,6,6,1,1,4,1,5,4,21,13,21,28,91,0,"21068","0"
2021-04-23 01:55:00,2021-04-23 02:10:02,0,100,901,1,2021-04-23 02:10:03,"anonymous","EN",18,2,2,3,1,2,2,5,5,5,5,2,3,1,5,4,1,5,2,1,2,1,2,1,1,2,2,1,4,2,3,2,4,2,1,1,3,6,3,2,4,3,4,1,1,4,1,4,1,2,1,4,1,4,4,1,1,2,2,2,1,2,2,4,4,4,1,2,6,1,4,5,9,13,9,20,72,0,"21100","0"
2021-04-24 18:34:01,2021-04-24 18:56:42,0,100,1361,1,2021-04-24 18:56:43,"anonymous","EN",19,2,2,1,1,1,1,2,3,4,1,2,2,4,5,5,5,5,3,1,1,5,2,3,1,1,5,1,2,1,1,2,4,1,1,1,1,4,2,3,3,1,4,1,1,4,2,1,3,2,4,4,2,3,5,1,2,2,1,4,1,1,2,4,2,2,1,1,4,5,5,5,13,5,13,29,73,0,"21273","0"
2021-04-24 21:48:54,2021-04-24 21:59:18,0,100,623,1,2021-04-24 21:59:18,"anonymous","EN",18,1,2,1,1,1,1,5,4,4,1,1,3,1,5,5,5,5,5,1,3,4,4,4,4,3,3,4,4,2,2,3,1,1,1,1,3,1,2,1,1,3,4,1,1,4,3,2,5,3,5,6,5,5,6,1,2,3,1,5,1,1,2,2,2,3,1,6,2,3,5,6,22,9,22,32,87,0,"21272","0"
2021-04-25 21:07:49,2021-04-25 21:27:52,0,100,1203,1,2021-04-25 21:27:53,"anonymous","EN",19,1,2,2,2,2,2,5,3,4,1,2,1,1,5,5,5,5,4,1,3,5,2,1,3,2,3,2,3,2,2,2,3,1,2,1,2,3,2,5,2,2,4,1,4,3,5,3,6,2,4,5,2,3,5,1,1,2,2,3,2,1,2,5,6,3,1,2,5,2,6,6,13,9,13,32,86,0,"21281","0"
2021-04-25 21:25:44,2021-04-25 21:40:39,0,100,894,1,2021-04-25 21:40:41,"anonymous","EN",19,1,2,2,1,3,5,5,1,1,1,1,1,1,5,5,5,1,1,1,1,5,2,2,2,1,4,1,3,3,1,3,4,1,2,1,3,3,1,5,2,1,4,1,1,3,1,1,5,1,1,6,3,4,5,1,1,3,1,4,3,1,2,3,5,1,1,2,5,1,6,5,12,12,12,23,75,0,"21283","0"
2021-04-25 22:22:44,2021-04-25 22:30:43,0,100,478,1,2021-04-25 22:30:43,"anonymous","EN",19,2,2,3,1,3,2,5,5,4,2,1,3,4,5,5,5,5,5,1,2,5,2,4,2,5,5,3,1,3,1,2,3,1,1,1,4,4,1,4,3,1,4,5,5,1,6,1,6,3,6,6,6,2,6,1,5,5,4,4,3,2,6,6,4,6,1,5,6,6,6,6,21,8,21,32,124,0,"21152","0"
2021-04-26 00:17:31,2021-04-26 00:25:22,0,100,470,1,2021-04-26 00:25:22,"anonymous","EN",19,2,2,1,2,3,3,5,2,2,2,2,1,2,2,1,1,1,1,1,2,1,4,4,5,4,4,3,2,3,1,2,3,1,2,1,1,4,4,3,1,2,4,3,3,5,3,2,3,4,2,5,2,4,4,1,2,3,2,2,1,1,1,2,5,2,1,2,2,2,3,3,24,7,24,9,69,0,"21257","0"
2021-04-26 19:00:34,2021-04-26 19:05:45,0,100,311,1,2021-04-26 19:05:46,"anonymous","EN",19,2,1,1,1,1,2,5,3,4,1,4,1,1,5,5,5,5,4,1,3,4,3,4,5,4,5,3,4,3,4,4,4,1,1,2,3,3,2,1,3,2,4,1,1,1,2,2,4,5,3,5,3,5,3,1,3,4,2,1,1,1,1,3,1,1,1,1,5,1,5,5,24,17,24,31,77,0,"21236","0"
2021-04-27 00:18:27,2021-04-27 00:24:10,0,100,342,1,2021-04-27 00:24:11,"anonymous","EN",21,2,2,1,1,1,1,5,5,4,1,1,1,1,5,5,5,5,5,1,5,5,1,1,3,2,4,1,2,1,1,3,2,1,1,1,3,3,1,4,3,1,4,1,1,1,4,1,5,6,6,6,3,4,4,1,2,2,1,6,2,1,3,4,1,1,1,1,6,3,6,6,12,6,12,35,94,0,"21291","0"
2021-04-27 00:14:52,2021-04-27 00:31:10,0,100,978,1,2021-04-27 00:31:11,"anonymous","EN",19,1,2,1,2,2,2,5,2,2,1,1,1,2,5,5,5,4,1,1,1,2,2,2,4,4,4,3,3,2,1,2,4,2,1,1,2,4,2,1,1,1,4,1,1,5,2,5,1,5,2,3,1,3,2,1,1,1,1,1,1,1,1,4,3,2,1,1,4,2,4,4,19,9,19,23,58,0,"21282","0"
2021-04-27 13:28:02,2021-04-27 13:34:20,0,100,378,1,2021-04-27 13:34:21,"anonymous","EN",24,1,2,4,1,3,4,3,4,2,1,1,3,2,5,5,5,5,5,1,1,5,3,2,4,1,5,3,2,3,2,4,3,2,2,1,3,2,5,3,1,3,4,5,4,2,1,2,6,4,5,3,2,1,3,1,3,1,1,5,1,1,2,3,2,5,1,1,6,1,6,3,18,13,18,31,82,0,"21292","0"
2021-04-27 19:37:22,2021-04-27 19:43:23,0,100,360,1,2021-04-27 19:43:23,"anonymous","EN",19,1,1,1,2,3,4,3,4,3,2,2,1,1,5,4,4,2,2,1,2,3,3,2,4,3,2,3,3,3,2,4,4,2,1,1,2,4,4,2,2,5,4,1,2,3,1,2,2,3,3,4,2,2,2,1,2,1,2,4,1,1,3,3,2,4,1,3,4,3,3,6,17,13,17,22,71,0,"21220","0"
2021-04-27 23:17:15,2021-04-27 23:37:26,0,100,1211,1,2021-04-27 23:37:27,"anonymous","EN",23,1,2,1,1,1,1,5,5,5,1,4,1,1,5,5,5,5,5,1,1,5,4,5,4,5,4,4,2,3,2,4,3,1,2,1,4,3,1,1,3,2,4,1,2,2,2,1,6,1,6,5,2,3,6,1,2,5,1,4,1,1,4,3,6,5,1,3,4,3,4,3,26,13,26,31,80,0,"21275","0"
2021-04-27 23:31:49,2021-04-27 23:40:44,0,100,534,1,2021-04-27 23:40:44,"anonymous","EN",18,2,2,2,1,4,4,5,5,5,4,3,2,1,5,5,5,4,5,1,3,5,2,2,3,3,5,3,4,4,1,2,4,1,1,2,2,6,3,2,2,2,4,1,1,6,3,2,4,2,6,6,2,2,4,1,1,2,4,6,2,1,1,5,4,6,1,2,3,2,6,6,18,12,18,32,86,0,"21184","0"
2021-04-28 09:09:31,2021-04-28 09:19:36,0,100,605,1,2021-04-28 09:19:37,"anonymous","EN",2,1,2,1,1,1,1,5,4,3,1,1,2,1,5,5,5,5,5,1,2,2,2,2,3,2,2,2,2,1,1,2,3,1,3,1,1,6,1,1,4,2,4,1,1,2,3,1,5,1,3,3,2,2,3,1,2,3,1,1,1,1,6,2,3,3,1,2,4,2,5,5,13,6,13,29,74,0,"21023","0"
2021-04-28 10:18:51,2021-04-28 10:32:39,0,100,828,1,2021-04-28 10:32:41,"anonymous","EN",19,1,2,2,2,1,1,5,5,5,3,3,4,2,5,5,4,1,1,1,2,1,4,4,4,5,5,4,4,2,3,3,3,1,2,1,3,5,3,5,2,3,4,5,4,3,4,2,5,4,5,5,4,5,5,2,3,4,2,2,1,2,3,3,4,3,1,2,3,3,5,2,26,13,26,19,95,0,"21213","0"
2021-04-28 10:25:31,2021-04-28 10:39:12,0,100,820,1,2021-04-28 10:39:12,"anonymous","EN",20,2,2,2,3,3,4,5,5,5,3,3,1,1,5,5,5,5,2,1,1,4,2,4,4,4,4,2,4,3,1,2,4,1,3,1,2,5,5,2,2,3,4,1,3,5,4,1,6,3,6,5,2,2,4,1,2,3,1,1,1,1,3,4,6,6,1,1,5,2,5,4,20,12,20,27,80,0,"19630","0"
2021-04-28 12:36:02,2021-04-28 12:41:55,0,100,353,1,2021-04-28 12:41:55,"anonymous","EN",19,1,2,1,3,3,3,5,4,5,5,1,5,5,5,4,5,5,5,1,1,5,2,2,2,4,5,2,4,2,3,2,3,1,1,1,3,1,3,1,1,3,4,1,3,4,5,1,4,1,5,4,3,5,6,6,2,3,1,2,1,1,3,3,5,6,1,1,2,2,5,5,17,11,17,30,75,1,"21202","1"
2021-04-28 12:34:58,2021-04-28 12:46:58,0,100,720,1,2021-04-28 12:46:58,"anonymous","EN",19,1,2,1,1,1,2,3,3,3,1,2,1,1,5,5,5,5,3,1,1,5,1,2,1,1,4,1,1,1,1,2,2,1,1,1,1,2,5,1,3,1,4,1,2,4,5,1,2,1,5,4,5,5,5,1,2,1,1,1,1,1,4,4,4,4,1,3,5,4,6,6,10,2,10,29,80,0,"21296","0"
2021-04-28 12:50:06,2021-04-28 12:56:38,0,100,392,1,2021-04-28 12:56:38,"anonymous","EN",21,1,2,1,1,2,2,5,4,4,2,1,1,1,5,5,5,5,5,1,1,5,3,4,2,2,5,3,2,3,1,2,1,1,1,1,2,1,2,2,1,1,4,6,3,6,4,2,4,2,4,5,1,2,5,1,2,3,1,6,1,1,2,3,2,1,1,1,6,3,6,6,19,5,19,31,83,0,"21294","0"
2021-04-28 13:41:05,2021-04-28 13:48:19,0,100,434,1,2021-04-28 13:48:19,"anonymous","EN",21,2,1,1,3,4,5,5,5,5,1,2,1,2,5,5,5,5,1,1,5,5,3,3,3,3,4,3,1,1,1,4,4,1,1,1,2,3,6,3,3,6,4,1,3,6,1,1,3,3,3,5,2,5,6,1,1,3,1,1,1,1,1,3,1,6,1,3,6,3,6,6,19,7,19,31,84,0,"18935","0"
2021-04-28 14:01:10,2021-04-28 14:09:54,0,100,524,1,2021-04-28 14:09:55,"anonymous","EN",19,1,1,1,1,1,1,5,5,5,2,1,1,2,5,5,5,5,1,1,2,5,4,3,2,3,2,2,1,1,3,2,3,1,1,1,3,1,5,1,1,4,4,1,3,2,2,1,5,1,6,3,3,1,2,1,1,3,1,1,1,1,3,2,5,1,1,3,2,4,3,3,16,7,16,28,56,0,"21298","0"
2021-04-28 14:25:26,2021-04-28 14:35:44,0,100,618,1,2021-04-28 14:35:45,"anonymous","EN",19,2,2,1,2,1,1,5,3,4,4,1,2,4,5,3,1,1,1,1,1,1,4,4,5,4,5,3,1,2,1,3,4,1,1,1,2,5,4,1,1,4,4,1,1,2,3,1,2,1,2,4,2,2,1,1,2,2,1,1,1,1,1,2,6,5,1,2,6,1,4,6,25,7,25,13,60,0,"21297","0"
2021-04-28 15:43:43,2021-04-28 15:48:39,0,100,296,1,2021-04-28 15:48:40,"anonymous","EN",19,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,2,2,2,4,1,1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,0,18,7,74,2,"21302","2"
