id,income,gender,age,age_range,political_affiliation,education,ethnicity,marital_status,climate_change,transformers,books,ghosts,spending,choice,shower_pee
467,36000,Female,65,65+,Republican,College degree,White,Divorced,Not Real At All,,10,Yes,About Right,Smart and Sad,Unacceptable
468,10000,Female,43,35-44,Democrat,College degree,Black,Married,Real and Caused by People,0,20,No,About Right,Smart and Sad,Unacceptable
469,48000,Female,23,18-24,Democrat,Some college,Latino,Single,,0,20,Yes,,Smart and Sad,Acceptable
470,126000,Other,42,35-44,Independent,Graduate degree,Black,Single,Not Real At All,2,7,Yes,Too Low,Smart and Sad,Acceptable
471,9000,Female,70,65+,Democrat,Other,White,Married,Real and Caused by People,0,40,No,Too High,Dumb and happy,Unacceptable
472,122000,Male,65,65+,,Some college,White,Widowed,,0,3,No,Too Low,Smart and Sad,
473,163000,Female,47,45-54,Independent,College degree,White,Married,Real and Caused by People,0,3,No,Too Low,Dumb and happy,Unacceptable
474,38000,Male,45,45-54,Republican,College degree,White,Married,Real but not Caused by People,2,7,No,,Dumb and happy,Acceptable
475,78000,Female,38,35-44,Independent,High school,White,Married,Not Real At All,1,0,Yes,Too Low,Smart and Sad,Acceptable
476,500000,Male,46,45-54,Independent,College degree,White,Married,Real and Caused by People,1,2,Yes,Too Low,Smart and Sad,Unacceptable
477,77000,Female,51,45-54,Republican,Graduate degree,Latino,In a relationship,,1,,Yes,Too High,,Unacceptable
478,103000,Male,51,45-54,Independent,College degree,White,Married,Real and Caused by People,0,4,No,Too Low,Smart and Sad,Unacceptable
479,64000,Male,28,25-34,Democrat,College degree,White,Married,Real and Caused by People,5,2,Yes,Too Low,Smart and Sad,Unacceptable
480,166000,Male,28,25-34,Independent,Some college,White,,Real but not Caused by People,3,5,No,About Right,Smart and Sad,Acceptable
481,102000,Male,49,45-54,Republican,High school,White,Married,Not Real At All,3,1,Yes,Too High,Dumb and happy,Acceptable
482,86000,Male,69,65+,Democrat,Some college,White,Single,Real and Caused by People,0,5,No,Too Low,,
483,74000,Male,38,35-44,Independent,College degree,White,Married,Real and Caused by People,1,4,Yes,Too Low,,Acceptable
484,146000,Female,46,45-54,Independent,Graduate degree,White,Married,Real and Caused by People,2,5,Yes,Too High,Dumb and happy,Acceptable
485,,Female,49,45-54,Democrat,High school,Black,Widowed,Real but not Caused by People,4,10,Yes,Too Low,Smart and Sad,Unacceptable
486,74000,Female,45,45-54,Republican,Graduate degree,White,Married,Real but not Caused by People,1,26,No,Too High,Smart and Sad,
487,,Female,27,25-34,Independent,College degree,Asian,Single,Real and Caused by People,4,30,No,About Right,Smart and Sad,Acceptable
488,,Female,41,35-44,,Graduate degree,Latino,Divorced,Real and Caused by People,2,20,Yes,About Right,Smart and Sad,Acceptable
489,,Female,24,18-24,Democrat,College degree,Asian,Single,Real and Caused by People,2,20,Yes,Too Low,Smart and Sad,Acceptable
490,,Male,32,25-34,Democrat,College degree,White,Single,Real and Caused by People,0,3,No,Too Low,Smart and Sad,Unacceptable
491,,Male,54,45-54,,High school,White,Divorced,Real but not Caused by People,0,400,No,Too High,Smart and Sad,Unacceptable
492,,Male,51,45-54,Democrat,Graduate degree,Asian,Married,Real and Caused by People,0,5,No,Too Low,Smart and Sad,Unacceptable
493,,Female,44,35-44,Republican,Some college,White,Married,Real and Caused by People,,10,No,Too Low,Smart and Sad,Unacceptable
494,,Female,45,45-54,,College degree,Black,Divorced,Real but not Caused by People,,10,Yes,,,
495,,Female,49,45-54,Democrat,Graduate degree,Asian,Married,Real and Caused by People,2,25,No,Too Low,Smart and Sad,Acceptable
496,,Female,18,18-24,,High school,Black,Single,Real and Caused by People,0,40,No,About Right,Dumb and happy,
497,,Female,30,25-34,Independent,Some college,Black,Married,Real but not Caused by People,3,5,Yes,Too High,Smart and Sad,Acceptable
498,,Female,29,25-34,Independent,College degree,White,Single,Real and Caused by People,0,2,No,Too Low,Smart and Sad,Unacceptable
499,,Female,21,18-24,Republican,Some college,White,Single,Real but not Caused by People,3,5,No,About Right,Dumb and happy,Unacceptable
500,,Male,75,65+,Independent,College degree,White,Divorced,Real but not Caused by People,3,4,Yes,Too Low,Smart and Sad,Acceptable
501,,Female,50,45-54,Democrat,Some college,White,In a relationship,Real and Caused by People,1,2,Yes,Too Low,Dumb and happy,Unacceptable
502,36000,Female,87,65+,,Some college,White,Widowed,Real but not Caused by People,0,20,No,,Smart and Sad,Unacceptable
503,,Male,72,65+,Democrat,College degree,White,Widowed,Real and Caused by People,1,12,,Too Low,Smart and Sad,Unacceptable
504,,Female,54,45-54,Independent,College degree,White,Widowed,Real and Caused by People,,100,Yes,Too Low,Smart and Sad,Acceptable
505,,Female,18,18-24,Democrat,College degree,Latino,Single,Real and Caused by People,2,30,No,Too High,Smart and Sad,Unacceptable
506,,Male,41,35-44,,Some college,Asian,Single,Real and Caused by People,3,2,,Too Low,Smart and Sad,Unacceptable
507,,Male,21,18-24,Independent,Some college,Asian,In a relationship,Real and Caused by People,3,2,No,About Right,Dumb and happy,Acceptable
508,,Male,70,65+,Democrat,Some college,White,Widowed,Real but not Caused by People,1,0,No,,Dumb and happy,Acceptable
509,,Female,22,18-24,Independent,College degree,Latino,Single,Real and Caused by People,0,5,No,Too Low,Smart and Sad,Unacceptable
510,,Female,97,65+,Independent,College degree,White,Widowed,,,5,No,,,Unacceptable
511,,Female,35,35-44,,College degree,Asian,Single,Real and Caused by People,2,7,No,About Right,Dumb and happy,Acceptable
512,,Female,40,35-44,Democrat,Some college,Asian,Married,Real and Caused by People,4,0,Yes,About Right,Smart and Sad,Unacceptable
513,,Male,28,25-34,Independent,Some college,Other,In a relationship,Real and Caused by People,5,30,No,About Right,Dumb and happy,Unacceptable
514,,Male,50,45-54,,College degree,,Single,Real and Caused by People,3,7,No,Too High,Smart and Sad,
515,,Male,29,25-34,,Some college,Latino,Single,Real and Caused by People,1,3,No,Too Low,Smart and Sad,Acceptable
516,,Male,27,25-34,Independent,College degree,Other,Married,Real and Caused by People,3,3,No,Too Low,Smart and Sad,Unacceptable
517,106000,Male,50,45-54,Independent,Graduate degree,White,Married,Real and Caused by People,0,4,,Too Low,Dumb and happy,
518,,Male,20,18-24,Democrat,Some college,White,Single,Real and Caused by People,3,7,No,Too Low,Smart and Sad,Acceptable
519,,Male,34,25-34,Democrat,Some college,Black,In a relationship,Real and Caused by People,3,60,Yes,About Right,Dumb and happy,Unacceptable
520,,Other,34,25-34,Independent,College degree,White,,Real but not Caused by People,2,18,No,Too High,Smart and Sad,Acceptable
521,,Male,34,25-34,Democrat,High school,White,Single,Real and Caused by People,1,1,Yes,Too Low,Smart and Sad,Acceptable
522,,Male,33,25-34,,Graduate degree,Black,Single,,3,4,No,Too Low,Dumb and happy,Acceptable
523,,Female,36,35-44,,College degree,White,Married,,2,50,Yes,About Right,Smart and Sad,Unacceptable
524,,Male,74,65+,,High school,White,Married,Real but not Caused by People,,,No,Too High,Dumb and happy,
525,,Other,21,18-24,,Other,Black,Single,Real and Caused by People,3,,No,Too High,Dumb and happy,Acceptable
526,,Male,29,25-34,Republican,College degree,White,Married,Real and Caused by People,2,0,Yes,Too Low,Dumb and happy,Acceptable
527,,Female,37,35-44,Independent,High school,White,Married,Real but not Caused by People,0,0,No,Too High,Dumb and happy,Acceptable
528,,Female,79,65+,Independent,High school,White,Married,Real and Caused by People,0,35,No,,,
529,,Male,23,18-24,Independent,Graduate degree,Latino,Single,Real and Caused by People,0,5,No,Too Low,Dumb and happy,Acceptable
530,,Male,77,65+,Democrat,College degree,Black,Married,Real and Caused by People,0,10,Yes,Too Low,Smart and Sad,Unacceptable
531,,Male,36,35-44,Republican,Some college,Latino,Married,Real but not Caused by People,4,10,No,About Right,,Acceptable
532,,Male,69,65+,Republican,Some college,White,Married,Not Real At All,0,3,,About Right,Dumb and happy,Acceptable
533,,Female,20,18-24,Democrat,High school,White,Single,Real and Caused by People,4,100,No,Too Low,Smart and Sad,Unacceptable
534,,Male,34,25-34,Independent,Some college,Black,Married,Real and Caused by People,2,0,No,Too Low,Dumb and happy,Acceptable
535,,Male,23,18-24,Independent,Some college,White,Single,Real but not Caused by People,0,9,No,About Right,Dumb and happy,Unacceptable
536,,Male,51,45-54,Independent,College degree,White,Married,Real and Caused by People,2,6,No,About Right,Smart and Sad,Acceptable
537,,Female,68,65+,Republican,High school,White,Married,,0,4,Yes,Too High,Dumb and happy,Unacceptable
538,,Female,68,65+,Democrat,College degree,White,Divorced,Real and Caused by People,1,300,No,Too Low,Smart and Sad,
539,,Female,44,35-44,Democrat,High school,Black,Single,Real and Caused by People,4,12,Yes,About Right,Dumb and happy,Unacceptable
540,,Female,19,18-24,,College degree,White,Single,,0,9,No,,Dumb and happy,
541,,Male,20,18-24,Republican,Some college,White,Single,Real and Caused by People,2,12,No,Too Low,Smart and Sad,Unacceptable
542,,Female,31,25-34,,Some college,Black,In a relationship,Real but not Caused by People,,0,Yes,,,
543,,Female,67,65+,Republican,Graduate degree,White,Married,Real and Caused by People,0,150,No,,Smart and Sad,
544,127000,Female,85,65+,,,White,Married,,0,0,Yes,About Right,,Unacceptable
545,24000,Female,28,25-34,Independent,College degree,White,Single,Real and Caused by People,2,0,Yes,About Right,Dumb and happy,Unacceptable
546,8000,Female,50,45-54,Republican,High school,White,Married,Real and Caused by People,0,6,Yes,About Right,Dumb and happy,
547,60000,Male,39,35-44,Democrat,Graduate degree,White,Married,Real and Caused by People,0,25,No,Too Low,Smart and Sad,
548,167000,Female,34,25-34,Independent,Some college,White,Married,,1,36,No,Too Low,Dumb and happy,Acceptable
549,43000,Male,50,45-54,Independent,High school,White,Married,Real and Caused by People,5,2,No,,Dumb and happy,Acceptable
550,121000,Female,49,45-54,Democrat,Graduate degree,White,Married,Real and Caused by People,0,12,Yes,,Dumb and happy,Unacceptable
551,74000,Female,42,35-44,Democrat,Some college,White,Married,Real and Caused by People,2,3,No,Too Low,Smart and Sad,Acceptable
552,101000,Female,42,35-44,Democrat,Graduate degree,,Married,Real and Caused by People,0,2,Yes,About Right,Smart and Sad,Unacceptable
553,360000,Female,65,65+,Independent,Graduate degree,White,Married,Real and Caused by People,0,12,,Too Low,Smart and Sad,Acceptable
554,30000,Female,49,45-54,Democrat,College degree,White,Widowed,Real and Caused by People,0,50,Yes,Too Low,Smart and Sad,Unacceptable
555,80000,Male,50,45-54,Republican,College degree,White,Married,Real and Caused by People,5,4,No,About Right,Dumb and happy,Acceptable
556,72000,Other,70,65+,Independent,Graduate degree,,,Not Real At All,0,25,Yes,About Right,Smart and Sad,Unacceptable
557,81000,Female,27,25-34,,Graduate degree,Latino,In a relationship,Real and Caused by People,0,27,Yes,Too Low,Dumb and happy,Unacceptable
558,54000,Female,54,45-54,Republican,Some college,White,Married,Real but not Caused by People,0,20,No,,Dumb and happy,Unacceptable
559,23000,Male,73,65+,Independent,High school,Asian,Married,Not Real At All,0,3,No,Too High,Smart and Sad,Unacceptable
560,44000,Female,44,35-44,,Some college,White,Widowed,Real and Caused by People,4,6,Yes,Too Low,Smart and Sad,Acceptable
561,159000,Female,45,45-54,Democrat,College degree,White,Married,Real and Caused by People,0,18,No,Too Low,Smart and Sad,Unacceptable
562,163000,Male,45,45-54,,Graduate degree,White,Married,Real and Caused by People,2,12,No,Too Low,Dumb and happy,
563,44000,Female,80,65+,Democrat,High school,White,Married,Real and Caused by People,0,20,Yes,Too Low,Smart and Sad,Acceptable
564,47000,Female,45,45-54,Democrat,Other,White,Married,Real and Caused by People,1,20,Yes,Too Low,Smart and Sad,Acceptable
565,124000,Female,80,65+,Independent,College degree,White,Widowed,Real and Caused by People,0,20,No,About Right,Smart and Sad,Unacceptable
566,97000,Other,32,25-34,Independent,High school,Latino,Single,Real and Caused by People,0,3,No,,Dumb and happy,Acceptable
567,220000,Male,45,45-54,Democrat,College degree,Latino,In a relationship,Real and Caused by People,0,6,Yes,Too Low,Smart and Sad,Acceptable
568,,Female,24,18-24,Independent,Some college,White,In a relationship,Real but not Caused by People,0,30,Yes,,Smart and Sad,Acceptable
569,,Male,54,45-54,Republican,Graduate degree,White,Single,Real but not Caused by People,5,3,Yes,,Dumb and happy,Acceptable
570,,Female,43,35-44,Independent,High school,White,Widowed,Real and Caused by People,2,0,No,Too Low,Smart and Sad,Acceptable
571,,Female,43,35-44,Democrat,College degree,White,Single,Real and Caused by People,,7,No,About Right,Smart and Sad,Acceptable
572,,Female,31,25-34,Democrat,College degree,Black,Married,Real and Caused by People,5,4,No,Too High,Smart and Sad,Acceptable
573,,Male,31,25-34,,College degree,Latino,Married,Real and Caused by People,4,20,No,Too Low,,Unacceptable
574,,Female,71,65+,Republican,College degree,White,Married,Real but not Caused by People,1,10,No,About Right,Dumb and happy,Acceptable
575,,Male,40,35-44,Independent,Graduate degree,White,Married,Real but not Caused by People,4,6,No,Too Low,Smart and Sad,Acceptable
576,,Male,28,25-34,Republican,College degree,White,Married,Real but not Caused by People,2,1,No,Too Low,Dumb and happy,Acceptable
577,,Male,47,45-54,Independent,High school,Black,Single,Real and Caused by People,1,3,No,Too High,,Unacceptable
578,,Male,22,18-24,Democrat,Graduate degree,Black,In a relationship,Real and Caused by People,1,20,No,Too Low,Dumb and happy,Unacceptable
579,,Male,71,65+,Democrat,High school,Black,Single,Real and Caused by People,2,9,No,Too High,Dumb and happy,Acceptable
580,,Male,77,65+,Republican,Some college,White,Divorced,,1,30,No,Too Low,Smart and Sad,Acceptable
581,16000,Female,68,65+,Democrat,College degree,Latino,Married,Real and Caused by People,0,2,No,,Dumb and happy,Unacceptable
582,,Female,46,45-54,Democrat,College degree,White,Married,Real and Caused by People,1,0,No,About Right,Dumb and happy,Unacceptable
583,,Female,25,25-34,Democrat,Graduate degree,,Single,Real and Caused by People,1,8,Yes,Too Low,Dumb and happy,Acceptable
584,,Female,46,45-54,Independent,Graduate degree,White,Married,,3,4,Yes,Too Low,Dumb and happy,Acceptable
585,,Male,50,45-54,Independent,Graduate degree,Black,Married,Real and Caused by People,0,10,No,About Right,Dumb and happy,Acceptable
586,,Female,25,25-34,Independent,College degree,Black,Single,Real and Caused by People,0,10,Yes,,Smart and Sad,Acceptable
587,,Female,29,25-34,Democrat,High school,White,In a relationship,Real and Caused by People,,25,Yes,Too High,Smart and Sad,Unacceptable
588,,Male,20,18-24,Republican,Some college,White,Single,Real but not Caused by People,4,20,No,Too High,Smart and Sad,Acceptable
589,,Male,40,35-44,,Some college,Latino,Married,Real and Caused by People,2,,Yes,Too Low,Smart and Sad,Acceptable
590,,Male,32,25-34,Independent,College degree,White,Single,Real and Caused by People,0,20,No,Too Low,Dumb and happy,Acceptable
591,,Female,54,45-54,Republican,Some college,White,Married,Real but not Caused by People,0,10,Yes,,Smart and Sad,Unacceptable
592,,Male,35,35-44,Republican,High school,,In a relationship,Real and Caused by People,2,2,No,About Right,Dumb and happy,Unacceptable
593,,Female,19,18-24,Democrat,Some college,White,Single,Real and Caused by People,0,4,No,Too Low,Dumb and happy,Acceptable
594,,Female,67,65+,Democrat,Some college,White,Married,Real and Caused by People,0,20,Yes,Too Low,,
595,,Male,35,35-44,Independent,College degree,White,Married,Real and Caused by People,1,10,No,Too Low,Smart and Sad,Unacceptable
596,,Female,42,35-44,Republican,Some college,White,Married,Real and Caused by People,0,3,Yes,Too Low,Dumb and happy,Unacceptable
597,,Male,91,65+,Democrat,High school,Black,Widowed,Real but not Caused by People,,1,No,,,
598,,Female,21,18-24,Republican,Some college,White,In a relationship,Not Real At All,5,4,Yes,Too Low,Dumb and happy,Acceptable
599,,Female,67,65+,Republican,High school,White,Widowed,Real and Caused by People,2,15,Yes,Too Low,Dumb and happy,Acceptable
600,,Male,32,25-34,,Some college,Black,Single,Real and Caused by People,5,5,No,Too Low,Dumb and happy,Unacceptable
601,,Male,30,25-34,Independent,College degree,White,Married,Real and Caused by People,0,10,No,Too Low,Dumb and happy,Unacceptable
602,,Female,71,65+,Democrat,Graduate degree,White,Married,Real and Caused by People,3,40,No,Too Low,Smart and Sad,Unacceptable
603,,Male,73,65+,Independent,Graduate degree,White,Married,Real but not Caused by People,0,3,No,Too Low,Dumb and happy,Unacceptable
604,,Female,38,35-44,Republican,College degree,White,Divorced,Real and Caused by People,0,20,No,About Right,Dumb and happy,Unacceptable
605,,Female,30,25-34,Democrat,Some college,White,Married,Not Real At All,3,15,No,About Right,Dumb and happy,Unacceptable
606,,Male,20,18-24,,Some college,White,In a relationship,Real but not Caused by People,5,5,No,About Right,Dumb and happy,Acceptable
607,,Female,45,45-54,Independent,Graduate degree,White,Married,Real and Caused by People,0,10,,,,Unacceptable
608,,Female,75,65+,Republican,High school,White,Widowed,Real and Caused by People,0,100,Yes,Too High,Dumb and happy,Unacceptable
609,,Female,48,45-54,Democrat,Other,White,Married,Real and Caused by People,0,15,No,Too Low,Smart and Sad,
610,,Male,21,18-24,,Some college,White,In a relationship,Real and Caused by People,4,0,No,Too Low,Dumb and happy,Acceptable
611,,Male,46,45-54,Independent,High school,Latino,Other,Real and Caused by People,4,,Yes,,Dumb and happy,Unacceptable
612,,Other,92,65+,Independent,High school,Asian,Divorced,Real and Caused by People,3,0,Yes,Too Low,Dumb and happy,Acceptable
613,,Male,71,65+,Republican,College degree,White,Widowed,Real and Caused by People,,2,Yes,Too High,,Unacceptable
614,,Female,36,35-44,,High school,White,Divorced,Real and Caused by People,1,200,Yes,Too Low,Smart and Sad,Unacceptable
615,,Female,30,25-34,Democrat,High school,White,Single,Real and Caused by People,2,15,Yes,Too Low,Smart and Sad,Unacceptable
616,,Male,36,35-44,Republican,College degree,White,Married,Real but not Caused by People,2,6,No,About Right,Dumb and happy,Acceptable
617,,Male,48,45-54,,College degree,,Single,Real and Caused by People,0,90,No,Too High,Smart and Sad,Unacceptable
618,,Male,43,35-44,Independent,High school,White,Married,Real and Caused by People,5,0,Yes,Too Low,Dumb and happy,Acceptable
619,,Male,27,25-34,Republican,High school,White,Married,Real and Caused by People,4,4,Yes,Too High,Dumb and happy,Acceptable
620,,Female,36,35-44,Democrat,Graduate degree,White,Divorced,Real and Caused by People,0,40,Yes,Too Low,Smart and Sad,Acceptable
621,390000,Male,48,45-54,Democrat,College degree,White,Married,Real and Caused by People,1,5,Yes,Too Low,Smart and Sad,Unacceptable
622,170000,Male,46,45-54,Democrat,Graduate degree,White,Married,Real and Caused by People,1,6,No,Too Low,Dumb and happy,Acceptable
623,92000,Male,99,65+,Republican,College degree,,Married,Real and Caused by People,3,15,No,About Right,Dumb and happy,
624,223000,Female,84,65+,Independent,Graduate degree,Black,Married,,0,10,No,About Right,Smart and Sad,
625,102000,Male,37,35-44,Independent,High school,Other,Married,Real and Caused by People,3,0,Yes,,Dumb and happy,Unacceptable
626,68000,Male,44,35-44,Republican,Some college,White,Single,Real and Caused by People,0,10,No,,Dumb and happy,Unacceptable
627,160000,Male,65,65+,Democrat,College degree,White,Married,Real and Caused by People,0,0,No,About Right,,Unacceptable
628,70000,Female,38,35-44,Independent,High school,White,Married,Real and Caused by People,0,30,No,Too Low,Dumb and happy,Unacceptable
629,56000,Male,68,65+,Independent,College degree,,In a relationship,Real and Caused by People,2,15,,Too Low,,
630,38000,Male,51,45-54,Republican,College degree,White,Married,Not Real At All,0,8,No,Too Low,Dumb and happy,Unacceptable
631,64000,Male,54,45-54,Democrat,Some college,White,Married,Not Real At All,0,0,No,Too High,Dumb and happy,Acceptable
632,124000,Female,37,35-44,Republican,Graduate degree,White,In a relationship,Real but not Caused by People,1,16,Yes,About Right,Smart and Sad,Unacceptable
633,7000,Female,66,65+,Democrat,College degree,White,Married,Real and Caused by People,0,50,Yes,Too Low,Dumb and happy,Acceptable
634,43000,Female,65,65+,Independent,Some college,Black,Widowed,Real and Caused by People,0,100,No,About Right,Dumb and happy,Acceptable
635,12000,Other,72,65+,Republican,Some college,White,Married,Real and Caused by People,0,52,Yes,Too Low,Dumb and happy,Acceptable
636,34000,Male,65,65+,Democrat,Some college,White,Divorced,Real and Caused by People,0,10,Yes,Too High,Dumb and happy,Unacceptable
637,87000,Male,22,18-24,,Some college,White,Divorced,Real and Caused by People,5,0,Yes,,Dumb and happy,
638,58000,Male,51,45-54,Republican,High school,White,Single,Not Real At All,0,0,No,Too High,Dumb and happy,Unacceptable
639,260000,Female,43,35-44,Independent,Some college,White,Single,Real and Caused by People,1,18,Yes,,Dumb and happy,Unacceptable
640,139000,Male,32,25-34,Democrat,College degree,White,Married,Real and Caused by People,2,2,No,About Right,Dumb and happy,Acceptable
641,211000,Female,65,65+,Independent,College degree,White,Married,Real and Caused by People,0,12,Yes,,,Unacceptable
642,73000,Female,71,65+,,Some college,Asian,Widowed,Real but not Caused by People,0,1,No,About Right,Dumb and happy,Unacceptable
643,72000,Male,65,65+,Independent,High school,White,Married,Real but not Caused by People,2,6,,About Right,Smart and Sad,Unacceptable
644,9000,Female,40,35-44,Democrat,Graduate degree,Black,Married,Real but not Caused by People,1,20,No,Too High,Dumb and happy,Unacceptable
645,56000,Male,79,65+,Democrat,Some college,Black,Married,Real and Caused by People,,20,No,Too Low,Smart and Sad,Unacceptable
646,30000,Female,68,65+,Republican,High school,White,Married,Real but not Caused by People,0,3,No,About Right,Dumb and happy,Unacceptable
647,101000,Female,51,45-54,Democrat,College degree,White,Married,Real and Caused by People,2,12,Yes,Too Low,,
648,32000,Male,39,35-44,Republican,College degree,White,Married,Not Real At All,0,12,Yes,Too High,,
649,168000,Female,51,45-54,Independent,College degree,White,Married,Real but not Caused by People,0,24,No,About Right,Dumb and happy,Unacceptable
650,75000,Male,83,65+,Democrat,Some college,White,Divorced,,0,0,,Too Low,,Unacceptable
651,27000,Male,52,45-54,Republican,College degree,White,Married,Not Real At All,0,1,No,,Dumb and happy,Acceptable
652,32000,Male,53,45-54,,Some college,White,Single,Real but not Caused by People,0,2,No,About Right,Dumb and happy,Acceptable
653,93000,Female,66,65+,Democrat,Graduate degree,White,Married,Real and Caused by People,3,20,No,Too Low,Smart and Sad,Unacceptable
654,29000,Female,37,35-44,Independent,College degree,White,Single,Not Real At All,2,2,Yes,,Dumb and happy,Acceptable
655,131000,Male,53,45-54,,High school,White,Married,,0,0,No,,Dumb and happy,Acceptable
656,168000,Female,65,65+,Independent,Some college,White,Married,Real and Caused by People,3,,Yes,Too Low,Dumb and happy,Acceptable
657,62000,Female,18,18-24,Democrat,High school,Black,Single,Real and Caused by People,5,50,No,Too Low,Smart and Sad,Acceptable
658,10000,Male,43,35-44,Independent,College degree,White,Divorced,Not Real At All,0,50,No,Too High,Dumb and happy,
659,24000,Female,65,65+,Independent,Some college,White,Married,Real and Caused by People,2,20,No,About Right,,Unacceptable
660,15000,Female,86,65+,Independent,High school,White,Widowed,Real but not Caused by People,0,,No,,Dumb and happy,Acceptable
661,107000,Male,76,65+,Democrat,Graduate degree,White,Married,,0,25,No,Too Low,Dumb and happy,
662,204000,Female,35,35-44,Independent,Graduate degree,White,Married,Real and Caused by People,0,45,No,Too Low,Smart and Sad,Unacceptable
663,75000,Male,40,35-44,Independent,College degree,White,Married,,0,20,Yes,Too Low,Smart and Sad,Acceptable
664,12000,Female,48,45-54,Democrat,Graduate degree,Black,Divorced,Real and Caused by People,4,15,No,,Smart and Sad,Unacceptable
665,144000,Male,36,35-44,Independent,College degree,White,Single,Real and Caused by People,0,7,No,Too Low,Smart and Sad,Unacceptable
666,79000,Female,48,45-54,Democrat,College degree,Black,Single,Real and Caused by People,4,3,No,Too Low,Smart and Sad,Unacceptable
667,28000,Female,68,65+,Independent,Graduate degree,White,Married,Real and Caused by People,0,50,No,Too Low,Smart and Sad,
668,129000,Female,51,45-54,Republican,Some college,White,Married,Real but not Caused by People,,3,Yes,Too High,Dumb and happy,Unacceptable
669,25000,Male,53,45-54,Independent,Some college,Black,Single,Real and Caused by People,4,10,No,About Right,Smart and Sad,Acceptable
670,5000,Female,43,35-44,Democrat,Some college,Black,Single,Real and Caused by People,1,2,No,,Smart and Sad,Acceptable
671,10000,Female,76,65+,Independent,,Latino,Widowed,Real and Caused by People,0,0,Yes,,,
672,,Male,44,35-44,Independent,College degree,White,Divorced,Real and Caused by People,0,20,No,Too Low,Dumb and happy,Unacceptable
673,,Female,75,65+,Republican,Some college,White,Married,Real but not Caused by People,0,4,No,About Right,,Unacceptable
674,,Female,35,35-44,Democrat,Some college,Black,In a relationship,Real and Caused by People,0,20,No,Too Low,Smart and Sad,Unacceptable
675,,Female,43,35-44,Independent,Some college,,Married,Real but not Caused by People,4,3,No,About Right,Smart and Sad,Unacceptable
676,,Male,30,25-34,,Some college,Latino,Married,Real but not Caused by People,3,7,No,Too Low,Smart and Sad,Acceptable
677,,Male,21,18-24,Democrat,High school,Black,Divorced,Not Real At All,0,0,No,About Right,Dumb and happy,Unacceptable
678,,Male,34,25-34,Independent,College degree,White,Married,Real but not Caused by People,0,5,No,About Right,Dumb and happy,Acceptable
679,,Male,43,35-44,Independent,Some college,White,Married,Real and Caused by People,3,3,No,Too Low,Smart and Sad,Unacceptable
680,,Female,45,45-54,Democrat,High school,Latino,Single,Real but not Caused by People,0,0,No,Too High,Smart and Sad,Acceptable
681,,Male,20,18-24,Democrat,Some college,Latino,Single,Real and Caused by People,0,3,No,About Right,Smart and Sad,Unacceptable
682,,Female,47,45-54,,Graduate degree,White,Divorced,Real and Caused by People,1,6,Yes,Too Low,Dumb and happy,Unacceptable
683,,Male,28,25-34,,Some college,Latino,In a relationship,Real and Caused by People,0,5,No,About Right,Smart and Sad,Unacceptable
684,,Female,22,18-24,Democrat,College degree,White,In a relationship,Real and Caused by People,2,40,No,Too Low,Smart and Sad,Acceptable
685,,Female,42,35-44,Independent,Some college,White,Married,Real and Caused by People,1,10,No,About Right,Smart and Sad,Unacceptable
686,,Male,37,35-44,,Graduate degree,Asian,Married,,0,5,No,,Smart and Sad,
687,,Female,50,45-54,Independent,Graduate degree,White,Married,Real and Caused by People,2,20,No,Too Low,Smart and Sad,Acceptable
688,,Female,33,25-34,Democrat,College degree,Black,In a relationship,Real and Caused by People,3,15,Yes,About Right,Smart and Sad,Unacceptable
689,,Male,47,45-54,Democrat,Graduate degree,White,Married,Real and Caused by People,0,80,No,Too Low,Smart and Sad,Acceptable
690,,Male,46,45-54,Democrat,Some college,Black,In a relationship,Real and Caused by People,2,0,Yes,Too Low,Dumb and happy,Unacceptable
691,,Male,27,25-34,Republican,College degree,White,Single,Real and Caused by People,4,150,Yes,Too Low,Dumb and happy,Acceptable
692,,Male,21,18-24,Democrat,Some college,Black,Single,Real and Caused by People,0,0,Yes,,Smart and Sad,Unacceptable
693,,Female,75,65+,Republican,College degree,White,Married,Real and Caused by People,0,7,Yes,Too Low,Smart and Sad,
694,,Male,24,18-24,Independent,College degree,White,In a relationship,Real and Caused by People,3,15,Yes,Too Low,Dumb and happy,Unacceptable
695,,Female,24,18-24,Republican,Some college,Latino,Single,Real and Caused by People,1,10,No,Too Low,Smart and Sad,Acceptable
696,42000,Male,30,25-34,Independent,,Latino,Divorced,Real and Caused by People,2,10,No,Too Low,Dumb and happy,Unacceptable
697,63000,Male,23,18-24,,High school,White,Single,Real and Caused by People,1,200,No,About Right,Smart and Sad,Unacceptable
698,32000,Male,51,45-54,Democrat,High school,Latino,Married,Real and Caused by People,5,1,Yes,Too Low,Smart and Sad,Acceptable
699,58000,Female,53,45-54,Independent,High school,White,In a relationship,Real but not Caused by People,0,0,Yes,Too High,Dumb and happy,Acceptable
700,135000,Female,51,45-54,Independent,Graduate degree,White,Married,Real and Caused by People,1,3,Yes,Too Low,Smart and Sad,Unacceptable
701,81000,Female,66,65+,Independent,High school,White,Divorced,,0,100,No,Too High,Dumb and happy,Unacceptable
702,46000,Male,50,45-54,Democrat,Graduate degree,,Married,Real but not Caused by People,0,5,No,,,
