"age","gender","roommate","other_sleep","bed_read","bed_study","bed_hw","attention1","bed_internet","bed_tv","bed_eat","bed_friends","bed_videogame","bed_readp","BL_1","BL_2","BL_3","BL_4","BL_5","attention2","BL_6","BL_7","sleepsat1","sleepsat2","sleepsat3","sleepsat4","sleepsat5","sleepsat6","ESS1","ESS2","ESS3","ESS4","ESS5","ESS6","ESS7","ESS8","ESS00","ashs1","ashs2","ashs3","ashs4","ashs5","attention3","ashs6","ashs7","ashs8","ashs9","ashs10","ashs11","ashs12","ashs13","ashs14","ashs15","ashs16","ashs17","attention4","ashs18","ashs19","ashs20","ashs21","ashs22","ashs23","ashs24","ashs26","ashs27","ashs28","attention5","ashs29","ashs30","ashs31","ashs32","ashs33","id","ESS1m1","ESS2m1","ESS3m1","ESS4m1","ESS5m1","ESS6m1","ESS7m1","ESS8m1","ess_total","attention1r","attention2r","attention3r","attention4r","attention5r","att_sum"
23,1,1,2,2,2,2,4,3,2,1,2,1,3,3,2,1,4,1,1,3,3,5,5,4,5,5,5,3,2,2,2,3,1,2,1,2,3,4,1,1,3,4,6,2,5,5,2,3,3,3,2,2,2,2,3,1,2,1,4,1,2,2,1,1,3,1,1,4,4,5,6,21418,2,1,1,1,2,0,1,0,8,0,1,1,0,1,3
18,2,2,1,1,1,1,5,4,4,2,1,2,2,1,1,5,5,1,1,1,5,2,2,2,4,3,4,1,3,2,3,4,1,2,1,2,2,2,3,2,1,4,1,1,5,5,1,3,1,5,3,3,2,2,1,4,4,1,1,1,1,2,3,2,5,1,1,3,4,5,5,21414,0,2,1,2,3,0,1,0,9,1,1,1,1,1,5
20,2,1,5,1,4,4,5,4,2,3,1,1,1,5,5,5,5,5,1,2,5,2,2,1,4,4,2,4,3,1,3,4,1,2,1,1,2,3,3,2,3,4,1,2,4,5,2,3,6,5,5,2,5,5,1,3,2,5,6,1,1,3,5,5,4,1,1,4,5,5,5,21421,3,2,0,2,3,0,1,0,11,1,1,1,1,1,5
21,2,1,2,3,4,4,5,5,4,3,2,2,2,5,5,5,5,5,1,4,5,1,1,4,1,2,1,2,3,2,4,2,1,3,3,3,3,3,2,2,3,4,5,1,2,4,3,5,2,6,6,5,5,6,1,3,5,1,3,2,1,6,3,6,6,1,5,5,5,6,5,21412,1,2,1,3,1,0,2,2,12,1,1,1,1,1,5
18,1,2,1,1,1,1,5,2,1,1,2,1,2,4,4,4,1,1,1,2,4,4,4,5,2,3,4,2,1,1,3,4,1,1,1,1,5,3,6,1,2,4,1,1,2,2,1,5,2,5,4,2,4,3,4,3,4,2,1,1,2,1,3,2,1,1,4,5,3,6,6,21441,1,0,0,2,3,0,0,0,6,1,1,1,0,1,4
17,2,1,1,1,1,2,5,3,2,1,1,2,2,3,5,5,5,1,1,1,5,5,5,5,4,5,5,1,1,1,3,2,1,1,1,1,1,2,1,1,2,4,1,1,3,2,1,4,1,4,5,3,2,4,1,1,2,1,1,1,1,2,2,3,3,1,1,2,1,4,5,21439,0,0,0,2,1,0,0,0,3,1,1,1,1,1,5
18,1,2,2,2,4,3,5,2,2,1,1,2,3,5,5,4,2,1,1,3,5,2,3,4,1,5,3,2,2,1,4,3,1,2,1,2,2,2,4,1,1,4,1,1,5,5,1,5,1,2,6,1,5,2,1,3,3,1,1,1,1,3,4,5,3,1,2,2,1,6,5,21440,1,1,0,3,2,0,1,0,8,1,1,1,1,1,5
18,2,2,1,1,1,2,5,4,3,2,3,1,1,5,5,5,5,5,1,2,5,4,4,4,5,5,4,1,2,1,2,3,1,1,1,1,1,5,1,1,3,4,1,3,2,3,1,2,2,6,5,3,4,5,1,1,1,2,1,1,1,3,2,1,6,1,1,4,3,5,5,21416,0,1,0,1,2,0,0,0,4,1,1,1,1,1,5
18,2,2,1,1,2,1,2,4,3,1,2,1,2,1,2,4,5,1,1,1,5,4,5,4,4,5,4,2,2,1,3,4,1,1,1,1,2,3,1,1,1,4,1,1,1,1,1,5,1,5,5,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,5,21461,1,1,0,2,3,0,0,0,7,0,1,1,0,1,3
24,1,2,1,1,1,1,5,2,2,1,1,1,3,5,5,5,5,2,1,2,5,2,2,3,1,2,2,1,1,1,1,3,1,1,1,1,6,5,1,3,2,4,1,1,3,2,2,3,2,5,5,3,4,4,1,1,2,1,1,1,1,2,4,1,5,1,3,6,3,6,2,21436,0,0,0,0,2,0,0,0,2,1,1,1,1,1,5
17,1,2,1,1,2,2,5,5,3,1,2,3,4,5,5,5,5,5,1,2,5,4,2,2,5,5,3,2,3,2,4,4,1,3,2,3,1,3,2,1,2,4,1,1,6,6,1,6,5,6,6,3,4,5,1,1,2,1,5,2,1,1,2,1,4,1,4,5,1,6,6,21426,1,2,1,3,3,0,2,1,13,1,1,1,1,1,5
17,2,2,1,2,2,2,5,4,4,2,3,1,1,5,5,4,5,1,1,2,4,5,4,4,2,4,2,3,2,1,2,3,1,3,1,1,2,5,3,1,4,4,1,1,3,3,4,4,1,5,5,3,4,4,1,2,2,1,1,1,1,2,3,2,3,1,3,3,3,4,4,21449,2,1,0,1,2,0,2,0,8,1,1,1,1,1,5
17,1,2,2,1,1,1,5,3,2,1,1,1,2,5,5,5,5,5,1,2,5,4,5,5,5,5,5,1,2,1,4,2,1,1,1,1,1,5,1,1,2,4,1,1,2,1,1,6,1,6,2,2,1,2,1,1,1,1,2,3,1,1,2,6,5,1,1,5,1,6,6,21460,0,1,0,3,1,0,0,0,5,1,1,1,1,1,5
18,1,1,5,2,2,1,5,3,3,2,1,3,2,5,5,5,5,2,1,2,5,3,4,4,3,4,4,2,2,1,3,2,1,2,1,2,2,4,1,1,3,4,1,1,3,1,1,4,2,4,3,2,3,4,1,2,3,1,1,1,1,1,3,2,4,1,1,5,1,5,5,21451,1,1,0,2,1,0,1,0,6,1,1,1,1,1,5
18,2,1,2,3,3,4,5,5,4,2,1,1,2,5,5,5,5,5,1,2,5,3,1,4,1,5,2,3,3,1,4,2,1,1,1,3,5,2,2,3,3,4,6,2,3,5,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21437,2,2,0,3,1,0,0,0,8,1,1,1,NA,NA,NA
18,2,1,2,3,4,4,5,5,5,5,4,1,2,5,5,5,5,5,1,3,4,2,1,3,1,5,2,3,2,1,3,4,1,2,2,3,4,2,3,3,4,4,6,1,5,3,2,6,6,6,5,4,3,4,1,3,3,2,3,1,1,6,5,3,6,1,5,6,4,6,6,21437,2,1,0,2,3,0,1,1,10,1,1,1,1,1,5
17,2,2,2,1,3,3,5,4,4,2,1,3,2,5,5,5,5,1,1,2,1,2,4,2,2,4,1,2,2,3,3,3,1,2,1,2,2,3,1,2,1,4,1,1,4,3,1,3,2,3,3,3,3,3,1,1,2,3,2,2,1,1,3,2,6,1,1,3,2,4,4,21405,1,1,2,2,2,0,1,0,9,1,1,1,1,1,5
18,1,2,1,2,1,1,5,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21441,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
18,1,2,5,1,1,1,1,2,2,1,1,1,2,5,3,2,5,1,1,2,5,2,4,5,5,5,5,1,2,1,2,2,1,1,1,1,1,3,2,1,2,4,1,1,1,1,1,1,3,1,5,2,2,3,1,1,1,1,1,1,1,3,2,5,3,1,1,5,2,3,1,21443,0,1,0,1,1,0,0,0,3,0,1,1,1,1,4
17,2,2,2,3,3,3,5,4,4,2,3,2,2,5,5,5,5,5,1,3,5,4,4,2,5,2,2,2,3,2,3,4,1,2,1,2,2,3,2,1,1,4,3,2,2,3,1,6,1,6,6,2,5,5,1,1,1,1,5,1,1,2,2,1,6,1,4,3,1,6,3,21450,1,2,1,2,3,0,1,0,10,1,1,1,1,1,5
18,2,1,1,1,1,1,5,4,2,2,1,1,4,5,5,5,2,2,1,2,3,4,4,4,4,4,3,1,2,2,2,3,1,1,1,2,2,2,2,1,2,4,1,1,3,2,2,3,1,3,3,2,3,3,1,1,1,1,2,2,1,2,3,2,2,1,2,4,1,4,3,21464,0,1,1,1,2,0,0,0,5,1,1,1,1,1,5
17,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,3,1,2,3,4,2,6,4,2,3,4,1,2,5,5,5,5,3,6,5,3,3,4,1,2,5,5,3,3,2,4,3,2,6,1,3,6,6,6,6,21427,0,0,0,2,2,0,1,2,7,1,0,1,1,1,4
20,2,1,4,3,5,5,5,5,5,1,2,1,2,5,5,4,3,5,1,5,5,2,1,5,3,3,2,2,4,1,3,4,1,3,1,2,5,6,3,5,6,4,6,2,6,6,4,3,6,3,6,5,6,5,1,3,5,1,6,2,1,6,4,6,6,1,6,3,2,6,6,21469,1,3,0,2,3,0,2,0,11,1,1,1,1,1,5
17,2,2,2,4,4,4,5,5,2,4,3,3,1,5,5,4,5,2,1,2,4,4,5,3,4,4,2,4,2,2,2,2,1,1,1,3,2,2,1,2,2,4,1,1,2,3,1,5,3,5,5,3,3,6,1,2,2,1,2,1,1,3,3,4,6,1,2,6,2,6,6,21452,3,1,1,1,1,0,0,0,7,1,1,1,1,1,5
21,2,2,1,2,2,2,5,4,4,2,3,3,3,1,1,5,5,3,1,4,5,2,3,4,4,4,2,2,3,4,4,4,1,4,1,2,2,5,6,2,4,4,1,1,2,3,1,4,1,4,3,3,3,4,1,1,2,3,3,1,1,2,3,2,3,1,2,3,1,3,6,19672,1,2,3,3,3,0,3,0,15,1,1,1,1,1,5
17,1,2,1,1,1,4,5,2,3,1,1,2,2,5,5,5,1,2,1,1,5,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,5,1,1,5,1,1,1,1,3,3,1,1,2,1,2,2,1,1,4,2,3,1,1,4,1,5,5,21471,1,0,0,0,0,0,0,0,1,1,1,1,1,1,5
18,2,2,1,1,1,1,5,5,2,4,1,4,2,5,5,5,5,1,1,1,5,4,4,5,2,4,4,1,1,1,2,1,1,1,1,1,1,2,5,1,2,4,1,1,3,2,1,6,1,6,5,1,2,2,1,2,1,1,1,1,1,1,2,3,6,1,2,1,1,5,5,21409,0,0,0,1,0,0,0,0,1,1,1,1,1,1,5
18,1,2,1,1,1,1,5,3,4,1,1,1,1,2,1,4,4,1,1,2,5,4,5,5,5,5,4,1,1,2,4,2,1,2,4,2,2,4,5,2,4,4,1,1,1,5,1,6,1,5,6,4,4,4,1,2,2,6,1,2,1,2,3,3,6,1,1,5,5,5,5,21474,0,0,1,3,1,0,1,3,9,1,1,1,1,1,5
17,2,2,2,2,2,3,5,4,5,5,3,2,2,5,5,5,5,5,1,2,5,4,4,4,4,5,4,3,2,3,4,4,2,1,1,3,2,2,1,2,2,4,1,1,1,4,4,5,5,6,3,3,4,4,1,2,5,1,5,1,2,2,2,4,4,1,1,2,1,5,3,21446,2,1,2,3,3,1,0,0,12,1,1,1,1,1,5
23,1,2,2,2,2,2,4,4,4,2,4,3,2,5,5,5,5,5,1,5,5,3,2,4,1,2,3,3,3,2,2,4,1,3,3,3,2,5,1,1,5,4,1,1,3,2,4,4,4,5,4,1,2,4,1,2,2,1,1,1,1,5,3,3,5,1,3,5,5,5,5,21444,2,2,1,1,3,0,2,2,13,0,1,1,1,1,4
18,2,2,1,4,4,5,5,5,4,4,2,1,3,5,5,5,5,2,1,2,4,2,2,4,3,1,2,3,3,1,4,3,1,2,1,2,2,5,1,1,5,4,1,1,3,3,2,3,4,5,4,3,4,4,1,2,3,3,3,2,1,3,2,2,5,1,3,5,1,4,2,21432,2,2,0,3,2,0,1,0,10,1,1,1,1,1,5
18,2,2,2,2,1,1,5,4,4,1,2,3,4,5,5,5,5,1,1,1,5,4,4,4,4,5,4,1,2,2,3,3,1,1,1,2,2,5,2,1,3,4,1,2,3,5,2,4,2,3,5,5,4,4,1,2,1,1,1,1,1,1,2,5,2,1,1,2,1,4,6,21455,0,1,1,2,2,0,0,0,6,1,1,1,1,1,5
18,2,2,2,2,2,2,3,3,4,2,2,3,3,5,2,4,5,1,1,3,4,5,4,5,4,5,4,1,2,1,3,2,1,1,1,1,2,3,3,1,3,4,1,1,3,2,1,5,2,5,4,3,3,4,1,2,1,1,2,1,1,4,2,2,5,1,2,5,1,5,5,21468,0,1,0,2,1,0,0,0,4,0,1,1,1,1,4
18,3,2,1,2,1,2,5,3,3,1,1,3,2,5,5,5,5,2,1,5,5,4,4,2,2,1,4,4,3,2,2,4,1,3,2,4,3,2,2,2,1,4,1,3,3,2,1,5,4,6,4,3,4,4,1,2,3,1,2,3,1,3,2,5,2,1,4,4,3,6,6,21434,3,2,1,1,3,0,2,1,13,1,1,1,1,1,5
18,1,2,1,1,1,1,2,2,2,1,1,2,2,1,3,3,3,1,1,1,4,4,4,4,2,5,4,2,1,1,3,1,1,1,1,2,2,3,1,1,3,4,1,1,3,3,2,5,1,3,4,2,2,2,1,2,2,1,1,2,1,2,2,4,1,1,2,2,2,4,4,21445,1,0,0,2,0,0,0,0,3,0,1,1,1,1,4
18,3,2,2,2,2,3,3,5,4,2,4,4,1,5,1,5,5,4,1,2,5,2,5,4,5,5,3,3,2,1,2,4,1,1,1,2,4,3,5,2,1,4,1,1,2,4,2,5,4,5,5,3,2,3,1,1,1,2,5,5,1,3,5,1,2,1,1,5,2,5,5,21475,2,1,0,1,3,0,0,0,7,0,1,1,1,1,4
17,1,2,1,1,1,1,5,2,1,1,1,1,2,5,5,5,1,1,1,1,5,4,4,5,3,5,4,1,1,1,2,1,1,1,1,1,1,3,1,1,2,4,1,1,2,2,1,5,2,2,5,1,5,3,1,1,1,1,1,1,1,2,2,1,2,1,2,3,2,3,3,21477,0,0,0,1,0,0,0,0,1,1,1,1,1,1,5
20,1,2,2,1,1,2,5,2,2,1,1,1,1,5,5,5,5,3,1,4,4,5,3,2,3,5,3,3,3,1,2,3,1,2,1,1,3,2,5,3,2,4,1,1,5,2,1,6,3,5,4,2,5,4,1,2,2,1,2,3,2,3,3,2,3,1,3,4,4,4,4,21478,2,2,0,1,2,0,1,0,8,1,1,1,1,1,5
17,1,2,1,1,1,1,5,3,4,1,1,1,3,5,4,3,3,1,1,2,5,2,4,3,2,5,2,3,1,1,2,2,1,2,1,1,2,5,1,2,4,4,1,1,3,4,1,3,1,5,6,3,5,5,1,1,1,1,2,1,1,1,3,4,5,1,2,4,2,5,3,21411,2,0,0,1,1,0,1,0,5,1,1,1,1,1,5
18,2,2,1,2,3,4,4,5,2,2,4,2,2,5,5,5,5,5,1,2,5,2,1,1,1,5,2,2,3,2,4,3,2,2,1,1,1,2,6,1,1,4,1,1,5,6,1,6,3,6,6,5,5,5,1,4,2,5,2,1,1,1,5,2,6,1,2,5,2,5,5,21479,1,2,1,3,2,1,1,0,11,0,1,1,1,1,4
18,1,2,2,2,1,2,5,3,4,1,1,3,2,3,5,2,5,2,1,2,5,3,4,2,3,5,3,2,3,1,3,4,1,1,1,2,3,6,1,1,2,4,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,3,2,3,3,21480,1,2,0,2,3,0,0,0,8,1,1,1,1,1,5
19,1,2,1,1,1,1,5,5,5,2,1,1,1,5,5,5,5,4,1,2,5,2,2,3,2,5,2,4,3,2,2,3,1,1,1,4,2,2,1,1,3,4,1,1,1,2,1,3,2,5,5,2,4,5,1,1,3,1,2,2,2,2,3,2,5,1,2,4,2,5,5,21476,3,2,1,1,2,0,0,0,9,1,1,1,1,1,5
18,1,2,2,2,3,4,5,4,4,3,2,5,2,3,4,2,3,2,1,2,3,3,4,5,1,2,3,2,3,1,4,2,1,1,1,2,2,4,5,3,5,4,1,1,3,2,3,4,3,3,4,2,5,4,1,3,2,3,4,1,1,5,3,1,4,1,3,4,5,5,3,21472,1,2,0,3,1,0,0,0,7,1,1,1,1,1,5
19,2,1,1,3,3,2,3,5,5,3,2,2,2,5,5,4,5,2,1,3,4,3,2,2,3,4,2,2,3,1,2,4,1,2,1,2,4,2,1,2,2,4,1,1,4,4,1,5,4,5,6,5,4,6,1,4,2,1,3,2,1,2,3,1,6,1,3,4,4,6,6,21483,1,2,0,1,3,0,1,0,8,0,1,1,1,1,4
19,1,2,1,1,1,1,5,2,2,2,2,2,5,5,4,4,4,1,1,1,4,5,5,5,3,5,5,1,1,1,1,2,1,1,1,1,1,5,3,1,6,4,1,3,6,2,2,2,3,5,3,1,2,1,1,1,1,1,1,2,1,2,2,3,6,1,2,2,2,3,3,21485,0,0,0,0,1,0,0,0,1,1,1,1,1,1,5
18,2,2,2,2,1,2,5,4,4,2,2,4,3,5,5,5,5,5,1,2,5,4,4,3,4,4,3,2,2,1,4,4,1,2,2,2,2,3,2,2,3,4,1,1,4,1,1,5,1,6,3,2,1,2,1,2,2,2,5,1,1,2,2,4,4,1,1,4,3,6,6,21486,1,1,0,3,3,0,1,1,10,1,1,1,1,1,5
18,2,2,1,4,4,4,5,5,5,3,3,5,4,5,5,5,5,5,1,4,5,4,3,2,3,2,2,2,3,1,2,4,1,1,1,2,5,4,3,2,4,4,1,1,3,3,3,5,4,5,6,2,5,6,1,5,5,2,2,1,1,2,3,6,6,1,4,5,5,6,6,21458,1,2,0,1,3,0,0,0,7,1,1,1,1,1,5
18,1,2,1,1,1,2,5,2,3,2,2,1,2,5,4,3,3,2,1,2,3,2,4,2,5,4,3,2,1,1,2,3,1,1,1,1,1,3,2,1,2,4,1,1,3,3,1,3,1,3,4,1,4,2,1,1,1,1,1,1,1,2,4,5,3,1,2,5,1,4,5,21459,1,0,0,1,2,0,0,0,4,1,1,1,1,1,5
18,2,2,2,2,2,2,5,3,1,2,2,1,2,5,2,4,5,3,1,2,5,2,1,1,1,2,1,2,2,2,4,4,1,2,4,3,3,3,2,3,3,4,1,1,3,4,1,2,1,4,5,5,5,5,1,1,5,3,3,2,4,2,4,3,3,1,1,5,5,5,5,21419,1,1,1,3,3,0,1,3,13,1,1,1,1,1,5
17,1,1,2,2,2,2,5,4,2,1,1,1,1,5,1,5,5,3,1,2,5,2,3,5,3,5,2,3,3,2,4,3,1,3,1,2,3,1,1,2,1,4,1,1,4,2,1,3,1,6,5,2,2,5,1,1,2,1,3,2,1,2,4,4,4,1,1,5,1,6,6,21551,2,2,1,3,2,0,2,0,12,1,1,1,1,1,5
18,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,3,5,1,1,1,2,4,4,4,4,4,4,3,3,1,2,3,1,2,1,4,3,4,1,3,3,4,1,1,3,3,3,3,3,2,5,1,1,4,1,1,4,5,5,5,5,5,4,3,4,3,1,3,3,3,3,21662,2,2,0,1,2,0,1,0,8,0,1,1,1,0,3
18,2,1,2,1,2,3,5,4,4,2,4,1,1,5,5,5,5,3,1,3,5,1,1,2,1,1,1,3,2,2,4,4,2,4,1,3,5,6,4,2,5,4,6,5,1,3,2,6,1,6,6,6,6,6,1,2,2,2,2,2,1,4,6,3,6,1,5,6,3,6,6,21849,2,1,1,3,3,1,3,0,14,1,1,1,1,1,5
22,2,2,2,1,1,2,5,5,4,1,2,1,1,2,2,4,5,5,1,2,5,2,2,4,1,2,2,1,4,1,2,1,1,1,1,2,1,2,1,1,2,4,1,1,5,1,1,4,1,4,4,1,4,3,1,1,1,1,4,1,1,1,2,2,3,1,4,3,3,4,4,21700,0,3,0,1,0,0,0,0,4,1,1,1,1,1,5
17,1,1,2,2,2,3,5,4,4,2,1,1,4,5,5,5,1,1,1,2,5,4,4,2,2,4,4,2,2,3,4,3,1,1,4,3,1,1,2,1,1,4,1,1,6,2,1,4,2,1,5,2,4,3,1,2,2,1,1,1,1,3,2,4,4,1,1,2,1,5,6,21536,1,1,2,3,2,0,0,3,12,1,1,1,1,1,5
19,2,1,4,3,5,4,3,3,2,2,2,1,4,2,4,3,4,1,1,1,1,1,1,3,4,3,1,2,3,1,4,1,2,2,1,3,4,3,5,5,5,4,1,1,2,1,2,3,5,4,3,4,5,5,1,3,2,2,3,1,2,3,4,2,2,1,2,2,3,4,4,21827,1,2,0,3,0,1,1,0,8,0,1,1,1,1,4
21,2,2,2,4,4,4,5,4,4,4,3,1,1,5,5,5,5,5,1,3,5,4,3,4,4,4,3,4,2,1,2,4,1,2,1,2,3,6,1,2,5,4,1,3,3,4,4,4,1,5,5,1,3,4,1,1,3,1,1,1,1,5,2,3,6,1,2,2,2,6,2,19217,3,1,0,1,3,0,1,0,9,1,1,1,1,1,5
19,2,1,1,5,5,5,5,5,4,5,3,2,2,3,3,3,3,2,3,3,4,3,3,3,2,3,3,3,3,2,3,2,3,3,2,4,4,5,4,5,3,4,4,3,5,4,5,4,5,4,5,4,3,5,3,4,4,4,5,4,4,4,5,5,3,4,5,4,4,3,4,21718,2,2,1,2,1,2,2,1,13,1,0,1,0,0,2
18,1,1,1,1,1,1,2,2,2,2,1,1,3,5,5,5,5,5,1,1,5,2,3,1,1,5,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,4,1,1,2,1,1,3,1,4,6,2,4,3,1,1,2,1,1,1,1,3,3,2,3,1,3,3,3,4,6,21863,1,1,0,1,1,0,0,0,4,0,1,1,1,1,4
22,1,1,2,1,2,4,3,4,2,1,3,3,3,5,5,5,5,5,1,1,5,4,4,4,4,4,4,2,2,2,3,2,1,1,1,2,2,5,1,1,6,4,1,2,3,2,2,4,5,3,4,3,3,3,6,3,3,1,1,1,1,1,1,4,5,1,1,5,2,5,5,21854,1,1,1,2,1,0,0,0,6,0,1,1,0,1,3
18,1,1,1,1,1,2,5,3,4,2,2,2,1,3,3,3,5,1,1,1,4,1,3,4,1,5,2,2,3,1,4,2,1,2,4,2,4,4,1,1,3,4,1,2,1,2,2,4,1,5,6,4,5,5,1,2,3,1,2,1,1,4,5,3,2,1,1,4,3,5,6,21853,1,2,0,3,1,0,1,3,11,1,1,1,1,1,5
19,1,2,1,2,2,2,5,5,4,2,2,3,2,5,5,5,5,3,1,2,4,3,2,4,3,4,3,1,2,1,3,4,1,1,1,2,3,2,1,2,1,4,1,2,2,4,2,4,1,5,5,4,5,5,1,3,3,2,1,1,1,3,3,6,6,1,4,4,3,5,5,21780,0,1,0,2,3,0,0,0,6,1,1,1,1,1,5
20,1,1,2,1,2,2,5,2,2,3,2,2,2,4,4,2,2,2,1,1,2,4,2,3,3,4,3,3,2,2,1,2,1,1,1,2,2,2,2,2,2,4,1,1,2,1,2,3,5,3,3,2,2,3,1,1,2,2,3,1,1,2,3,1,2,1,1,2,1,3,5,21612,2,1,1,0,1,0,0,0,5,1,1,1,1,1,5
21,2,2,1,1,1,2,5,5,1,2,1,1,1,5,5,5,5,2,1,2,5,4,2,4,4,4,4,3,3,1,3,4,2,4,1,3,1,5,1,1,4,4,1,3,3,4,3,4,4,5,5,3,3,5,1,4,3,1,1,1,1,1,2,6,3,1,2,3,2,5,5,19170,2,2,0,2,3,1,3,0,13,1,1,1,1,1,5
19,1,2,2,1,1,2,5,3,5,5,3,5,4,5,5,5,5,4,1,4,5,5,5,3,5,5,4,2,4,2,3,3,1,2,1,2,3,4,4,3,2,4,1,1,6,6,3,6,5,4,6,3,6,5,1,2,2,1,6,1,1,3,2,2,5,1,2,6,2,5,3,21870,1,3,1,2,2,0,1,0,10,1,1,1,1,1,5
19,1,1,4,1,3,3,5,5,4,1,3,4,1,4,1,4,4,1,1,1,4,2,2,3,4,4,2,3,3,3,4,3,1,2,2,3,5,4,1,6,4,4,1,1,5,1,1,5,2,5,6,2,2,2,1,2,2,1,5,2,3,4,4,2,5,1,4,5,1,6,6,21871,2,2,2,3,2,0,1,1,13,1,1,1,1,1,5
18,1,1,2,1,2,2,4,4,3,2,2,2,3,5,5,5,1,1,1,4,5,4,3,3,3,4,2,3,3,2,2,4,1,1,1,2,2,3,3,2,3,4,1,1,5,3,1,5,5,5,4,2,1,3,1,2,1,1,1,1,1,2,2,1,5,1,1,5,5,6,6,21507,2,2,1,1,3,0,0,0,9,0,1,1,1,1,4
19,1,2,2,1,1,1,5,4,3,1,1,1,5,5,5,5,5,1,1,2,3,4,2,2,2,2,1,1,2,2,3,4,1,1,1,2,3,5,1,2,3,4,1,1,6,3,1,2,2,4,5,5,6,6,1,1,2,1,2,1,1,2,5,6,3,1,1,2,1,6,3,21621,0,1,1,2,3,0,0,0,7,1,1,1,1,1,5
20,1,2,2,2,1,3,3,4,3,1,2,4,2,4,3,1,5,1,1,3,5,2,2,4,2,2,3,3,2,1,1,4,1,2,1,1,2,6,1,2,3,4,1,2,3,2,2,2,2,2,5,2,2,3,1,1,2,1,1,1,1,2,3,3,3,1,2,5,1,4,5,21876,2,1,0,0,3,0,1,0,7,0,1,1,1,1,4
18,2,1,3,1,3,3,3,3,4,2,2,2,4,3,3,2,1,1,1,1,1,4,5,4,3,5,4,3,2,1,2,2,1,1,1,2,2,5,1,1,2,4,1,1,5,2,1,1,2,1,3,1,1,2,2,1,1,1,1,1,1,1,2,6,5,1,1,5,5,6,6,21880,2,1,0,1,1,0,0,0,5,0,1,1,0,1,3
19,3,2,4,3,3,4,4,4,5,2,3,3,1,5,5,5,5,5,1,3,5,1,1,3,1,1,2,3,2,1,4,3,1,3,1,4,3,2,4,3,2,4,1,2,3,2,2,4,2,6,5,4,4,4,1,3,4,4,4,1,5,6,4,1,6,1,5,6,3,6,3,21866,2,1,0,3,2,0,2,0,10,0,1,1,1,1,4
18,2,1,2,3,3,4,5,5,5,3,5,5,1,5,5,5,5,1,1,5,5,2,2,4,2,2,2,2,3,1,3,4,1,1,1,2,2,1,3,2,1,4,1,1,4,1,1,2,1,4,4,3,3,5,1,2,3,1,2,1,1,2,3,4,4,1,4,4,1,5,5,21855,1,2,0,2,3,0,0,0,8,1,1,1,1,1,5
21,2,2,1,1,2,2,5,4,4,1,1,1,4,5,5,5,5,2,1,1,4,2,3,4,4,5,2,2,2,2,2,3,1,1,1,2,2,5,2,1,6,4,1,2,3,2,3,5,3,5,5,2,3,4,1,1,2,1,3,3,1,2,6,3,4,1,1,3,1,4,4,21883,1,1,1,1,2,0,0,0,6,1,1,1,1,1,5
20,1,2,1,1,1,1,5,4,4,1,1,2,1,2,2,4,5,2,1,1,5,1,3,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,2,1,6,1,6,4,5,3,6,1,1,2,1,4,1,1,4,6,4,4,1,2,6,3,6,6,21878,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5
18,1,1,1,1,2,2,4,4,1,1,2,2,1,5,5,5,4,1,1,2,4,4,4,2,5,5,3,1,1,2,3,4,1,1,2,1,3,1,2,4,1,4,1,1,1,1,1,5,1,2,4,2,2,5,1,1,2,1,1,3,1,5,3,3,2,1,2,2,2,3,4,21861,0,0,1,2,3,0,0,1,7,0,1,1,1,1,4
20,2,2,1,2,4,3,5,3,4,2,1,1,4,1,1,1,5,5,1,2,5,4,1,1,1,2,2,1,4,1,2,3,1,1,1,2,2,2,1,1,1,4,6,4,1,1,1,6,1,6,5,4,6,5,1,1,3,1,6,1,1,1,3,4,6,1,2,5,5,5,6,21885,0,3,0,1,2,0,0,0,6,1,1,1,1,1,5
